RA,DEC
347.830049878433,-1.73613852018625
347.793151073173,-2.17454928075742
343.830928385291,-2.47177621112584
26.2737827352032,3.49301695734846
26.1803040375731,3.06684900092102
26.275281479043,3.32454204340037
26.316643385731,3.64346666677908
26.2436616332601,3.71847917938996
26.2058394908547,3.57125305221356
349.531067998488,-2.14724510045675
349.743810307522,-1.55185220678869
349.814404226775,-1.40563981389754
349.955276446376,-1.28069651706048
350.168778071763,-2.2116719265288
350.172084798239,-2.10251897621435
350.216662563189,-1.62660509122566
350.375776819035,-2.08405385383641
350.404593686036,-1.84060524285744
350.268922430497,-1.88629020444763
350.379423252516,-2.17124638340186
350.335677924463,-1.57979160483312
350.392758691647,-1.37224524999249
350.316798622978,-1.62842591657284
350.24476553124,-1.03056819517682
350.449134222118,-1.71942321988779
350.347582193357,-1.69054674009197
350.498222197232,-1.90074416006484
356.867490048968,-2.45183313398409
356.878001529069,-2.39576800163205
356.885138116652,-2.37869815960889
40.4780076534092,1.21792524045495
40.6050396757971,0.625467335652564
40.5704961038803,0.506333474078553
40.5634449569009,0.421688386844292
40.5541536526886,0.821681353110497
40.8252636546411,1.13833453722018
40.9353843889412,0.676181959310764
355.376881411544,-2.0040424055731
355.393467278269,-1.7188026957864
355.588897920582,-2.29973073933652
355.574600160424,-1.95587076802093
355.620082125509,-2.18020400666651
355.582897350991,-1.43386594855658
355.505096891032,-1.56260964476828
355.716790264119,-2.02040035077163
355.704592741702,-2.07339011358713
30.82255102544,4.15619973486967
30.6500201862799,3.52877056669262
30.6231137024413,3.89176227179847
30.5735304811243,4.19687444762241
30.598100207005,4.16276314603125
30.6690477855496,4.22808592747262
30.7011030840677,4.1724854447896
30.5732795585042,3.56568029461212
30.5630852464408,3.38557243261043
30.3470411420017,3.80191181254188
30.439126952591,3.66293961627795
30.3893501350636,4.28139040125953
30.3306706559244,4.20573826279576
30.3989086081411,4.08517865695275
30.2616385342719,3.15986163408877
30.1877819875036,3.7132316599906
30.1522735802987,3.73160304439952
30.2846156613734,4.14266912182611
21.43441764928,-1.67863732354748
21.4611537853035,-1.7175032446181
21.6173549306952,-1.84074494355968
21.7826247732314,-1.26339319435186
21.7513937685336,-1.68552564399299
21.7800783344026,-1.50661094111447
21.7600190785103,-1.65382171316533
21.8111658928539,-1.80660833242437
21.7994256502998,-1.84847716380518
21.8075012751353,-2.13449958756673
21.8417961086185,-2.10143535732912
21.8811563279401,-2.20654803033875
346.186773230846,-1.9940057496837
346.345775121146,-1.84688089595499
346.311557508502,-2.13555434463993
346.270347563364,-2.27750037285521
346.392771410196,-2.1740950313909
350.22722351544,-1.89014706819423
3.45335678870821,-2.87788670245682
3.53669375241318,-2.44557400986746
3.42055439767647,-2.44573601156648
3.29769104955387,-3.20734146244608
3.40326290364414,-2.99866193328197
3.3956352443271,-3.03364244908194
3.3243058940987,-2.64464531349146
3.1253495390551,-1.5813380668879
3.38951814138689,-1.79831330848519
3.46451465062101,-1.60959823159009
3.48586466381789,-1.71007428181242
3.7829946540207,-1.81949485012942
3.89927044944422,-1.9605501901395
357.75729861195,-1.29159965775661
357.88510695211,-1.4971352790336
357.797924814532,-2.06303735419814
357.927503949213,-2.10076113590746
356.454406898803,-1.5473252114781
356.516675981722,-1.27562775949624
356.506200034115,-1.63939829867205
356.461847081616,-2.24296021818394
356.46753020381,-2.07264948356464
356.41964558306,-2.33116533349568
356.597795767199,-1.51409191454197
356.570197571207,-1.3813343768948
356.593162006801,-1.39641342889441
356.632715544235,-1.81765083324678
339.967817149065,-1.71739081035478
340.131502040184,-2.46095984345919
340.358161350883,-1.33556019590844
340.348558261288,-1.35882138899029
340.321524978528,-2.14070351119332
340.535155204846,-1.82604755669955
44.3879417881779,-2.98351728402288
44.4921376373311,-2.92061486490519
44.4161268250568,-2.72044993834759
44.426085485585,-2.84079183513311
44.251754851334,-3.44741868799702
44.2512556179466,-3.18074501468863
44.2706706962949,-3.15780503193027
44.3518018222255,-3.11444685558173
44.1907918586055,-3.23603659527504
44.1971202763422,-2.95687927817766
44.2737163564878,-2.76449521425255
44.1657923444079,-2.7693523417804
44.2680755943348,-2.56280958800832
28.3674772227662,3.60709485469288
28.2779814563784,3.8008306091127
28.1669644038348,3.67442897593606
28.2593504891042,3.62434375046236
28.3060272141401,3.98432252601408
28.092097052847,3.54736870069419
28.0954073154383,3.70692249685918
28.044120624708,3.61410153793944
28.1477043606012,3.91096493696121
28.0096815039967,4.15943522473858
28.0607593346413,3.84482545941687
27.8311303028327,3.39007402882267
27.8393359174553,3.30081829543292
27.9405567325615,3.81324471346184
27.8067726998449,3.39595890967721
27.5329204351149,3.33018357530037
27.5043380031547,3.37297468144083
29.2029775828608,2.68573223995842
29.1292669774964,2.36717705773101
29.0929982918173,2.72762537089542
29.28993105419,3.1142533041782
29.2429213867443,3.52696069987972
29.2477439371333,3.58369404693416
29.2297374489295,3.2290132037507
29.1897273875025,3.1437222691384
29.4285684773111,2.40446762301788
29.3625152364286,2.58506079111059
29.2566906100434,2.38343774927466
26.1397473094955,3.47668356777664
26.2812835128272,3.30753737611343
26.1280429602805,3.11854809035835
26.0652306776391,3.47375671333251
26.1588320822372,3.98797361986802
26.1324780144422,4.07733486688791
25.9242292891868,2.85360547446897
25.9295186111066,2.8212216117533
25.9864414848848,3.28767792977677
25.8720724112508,3.46006328935067
341.628095508704,-1.667563790284
342.016734545793,-1.27585515918529
341.972029766436,-1.4109996105344
341.994903637704,-1.55674642652992
29.5070079716305,2.86727334020827
29.7630400088819,3.28989872104112
29.6778093774217,3.15234066051794
29.5540607928714,3.33471486688816
29.6841852015327,2.74417453874576
29.7656956462324,2.30356452254224
29.7256392055214,2.74848944649947
29.7697466027176,2.43081108703433
26.3288921640348,4.43682686238118
26.4642723936588,4.52892746780429
26.3416774040314,4.44920273956994
26.5140505206928,4.64859709734991
26.4289157864902,4.17471568648066
