RA,DEC,SEP,VEL_DISP,z
357.471633180325,-1.48913823225475,6.691465628240597e-05,291.25095,0.5250049
357.629568551673,-1.59444171975534,4.171211418620597e-05,234.66373,0.55999047
357.579826604254,-1.52689832096821,6.986558803300647e-05,210.90817,0.29463688
357.757296768443,-1.86930977821957,6.737710601612602e-05,259.12408,0.58101875
357.602146319556,-1.72357809092725,5.3264046085847334e-05,302.91486,0.34723812
357.637226921955,-2.08303361073107,5.4091890734400275e-05,353.46762,0.5237722
348.707377214071,-0.748373331503544,6.718946348932359e-05,211.77452,0.5499206
348.900303939195,-0.734846955941528,6.501860047570732e-05,268.24762,0.5759046
348.721043308308,-0.821064288199968,4.279085434484332e-05,221.56017,0.47104982
348.670624602782,-0.202653418174299,7.655763773190524e-05,272.44144,0.558926
348.805551810469,-0.364448228052248,7.63930237811733e-05,290.01038,0.4715019
348.836086023373,-0.304492375208975,9.095194310918503e-05,261.73224,0.5918463
348.857231085466,-0.379012697517263,7.028524296905573e-05,226.6491,0.48583072
348.684208864553,-0.482418361975352,5.776634569890115e-05,152.56068,0.49968323
348.805675405692,-0.0770121119809384,3.402222659481942e-05,205.52423,0.47210416
348.587418933668,-1.11548207856559,5.9178325045512026e-05,238.81621,0.61917394
348.625430674281,-0.474410407218968,7.387256555222024e-05,243.81674,0.4884571
348.562114295704,-0.498621762010539,6.788501764708959e-05,245.22406,0.47050777
323.857350514054,0.467930627150619,5.1798704389836824e-05,195.69934,0.5691761
339.575245301998,0.0802340636871206,3.755901102191506e-05,214.94714,0.36930585
339.485437034596,0.1243333387176,3.725743179168866e-05,209.4309,0.5503388
339.590203656101,1.08505639528781,4.2280725179649825e-05,174.1764,0.46123415
339.454534601519,0.626833227877092,5.013119604720761e-05,239.46906,0.2736116
339.728656830332,0.274626024039293,3.32206135385403e-05,236.65182,0.64750546
339.765505744612,1.15925407781375,6.152509191812062e-05,218.98334,0.5092504
339.816596095775,1.21562841815416,3.781251616873984e-05,221.72006,0.48703855
339.844937584112,1.12688099979763,4.7015292509994365e-05,214.60133,0.44217992
339.844472568765,0.934540972850888,5.3551678865696956e-05,193.13971,0.62844646
340.78549483209,0.862353349855044,3.7141068655297494e-05,209.17688,0.46148837
340.697334503559,0.975912303362551,2.7839931935211915e-05,201.46254,0.23790933
340.88831640771,0.631043899212465,4.655226354587779e-05,208.07051,0.5442367
340.92356021885,0.334694477898957,3.0025662965449396e-05,182.2308,0.2359128
341.119546666499,0.790710259862179,5.1374150169517534e-05,191.58562,0.440014
340.976357498446,0.938846774479101,3.0509807833823516e-05,231.36752,0.5412492
341.005559913784,0.826067295046998,4.155513641753007e-05,278.4618,0.54301995
340.997114379373,0.683302845457373,6.153875950580339e-05,232.3589,0.5412583
341.081105574133,0.496400960206409,1.9838966360428766e-05,198.61562,0.5352508
341.057391347622,0.335418720658017,7.294611398845967e-05,256.07474,0.6391009
327.249758806158,0.490931199591814,3.521824653364236e-05,303.74658,0.49869457
327.109070674773,0.373183074445724,2.8399067887417496e-05,238.55083,0.46598807
327.341095269982,0.712646364101758,3.590426253587162e-05,228.88658,0.29800522
353.841671893989,-0.307612806707211,3.1382859705049085e-05,234.60358,0.38729808
354.012844387304,-0.269499198015695,3.376793312548699e-05,235.00131,0.56192833
353.806705372239,-0.0786229356920799,3.6885762896799915e-05,210.69275,0.28670555
353.71643834882,-1.04988640127904,6.132094806009675e-05,272.26083,0.548388
353.764630266904,-0.795688748690853,5.062596956764395e-05,264.4608,0.5496521
22.3378426519855,-3.06069061092323,7.412560841224017e-05,229.03107,0.21945721
22.2162357933439,-3.01982580856363,9.25986423928726e-05,224.45425,0.19418852
22.1369986368972,-3.03401956053642,0.00010387911533702956,197.7354,0.54247165
22.1404063548451,-2.60954773465791,5.8756133598568106e-05,214.76138,0.15781225
22.196053073858,-2.54623641610543,4.9795046860191536e-05,261.6783,0.5302631
22.0203031813259,-3.45831578558072,7.567895014965821e-05,340.76297,0.39570856
22.0473069632926,-3.3260728886195,9.710828900680047e-05,222.36842,0.53138673
22.1194635550303,-3.15748897377369,9.183011357751708e-05,244.11478,0.2414885
22.0207213209969,-3.07055964994037,6.638471282610933e-05,210.35474,0.15946625
21.8073646822572,-2.8208103138837,8.527584449551555e-05,221.69402,0.33975136
353.670591601101,-0.563874964153755,3.8499150688018357e-05,138.89072,0.50724113
353.601317684476,-0.459024476816982,0.00012915502558974836,245.74785,0.4654229
40.1273303917136,0.76823105145751,2.4145178440204033e-05,173.4375,0.36482936
40.3462986867188,1.03252631108626,5.0237481272482824e-05,304.86307,0.53293025
322.456310552418,0.375154787598414,3.144122909685617e-05,263.34436,0.7383218
322.585574414235,0.539581073794266,2.843827486941413e-05,206.77184,0.48667923
322.704229889717,0.647347317254394,2.0372622400174565e-05,225.40752,0.5636949
322.757424624901,0.518598936638698,3.4821043684684814e-05,197.73235,0.47374767
322.78548617617,0.438884921740071,2.5623020442213997e-05,291.34418,0.5028543
322.717247091037,0.396442232467177,7.804805635408293e-06,224.13971,0.44679847
324.187536819033,-0.824254662798466,1.3896101550966108e-05,134.86119,0.46817136
324.225899331404,-0.418939431955281,3.651109853073514e-05,211.58362,0.47121674
21.2492653090306,-1.29061971030144,0.000102695603416632,290.12604,0.5809713
21.3469627364107,-1.5035896233314,8.124989038893735e-05,425.5538,0.6065096
21.3200930040205,-1.58080594036493,5.1830587231325995e-05,307.9581,0.51209927
21.4257496151492,-1.85605823734823,0.00012933945800822357,236.93147,0.5607874
21.4151402924472,-2.17115612720174,3.611313232106877e-05,187.82782,0.36748987
21.5333769437733,-1.95372765414045,7.526246935235014e-05,226.28229,0.33727157
21.3883975933276,-2.23887870428193,7.166629951783333e-05,187.07408,0.13277161
21.46859741337,-2.25184746036821,5.789865021172392e-05,291.99567,0.5969241
349.505702572084,0.819126274817625,7.107546138162632e-05,208.17447,0.47004372
349.725749711211,0.618346988591401,5.331907920916905e-05,242.01929,0.5980047
349.770283268111,0.968638539920288,3.549096299175508e-05,160.30591,0.3764515
322.503522223565,1.05107844994299,7.695631051846512e-05,214.56862,0.5268002
322.380637206215,0.201952794502009,6.351597408038152e-05,221.66397,0.48947185
322.412813032537,0.202167048196927,6.02245943065034e-05,230.37991,0.23479955
322.683153996433,1.17412755774191,5.420000374595434e-05,210.58357,0.52478033
322.686655400284,1.13714430145214,3.3724116799084135e-05,213.78508,0.5258614
322.684001922784,1.11088469392015,5.058886608693327e-05,169.55722,0.5240881
322.61987179301,1.18311568602729,3.613007730241713e-05,263.78906,0.54426277
322.746177606383,0.858124605649148,3.402991644470361e-05,197.1493,0.54788625
350.967459650666,-2.05645523778682,7.736199193421075e-05,289.71393,0.55225325
349.479922332867,-1.36156443956988,5.887227921977165e-05,273.89014,0.6047163
349.431599483336,-1.75596742582796,4.701100635324554e-05,238.63911,0.6074607
349.391942773238,-1.73607261868281,4.811676539420972e-05,223.81589,0.11504888
349.289329313862,-1.80837785193808,8.626255285458562e-05,511.30374,0.601934
349.561557997461,-1.43848536090306,6.418147255858142e-05,240.60219,0.48625228
349.677522047451,-1.57536310661546,5.666208781004218e-05,214.5534,0.5019363
349.527083145935,-1.7465741929315,5.0886801925407555e-05,233.45694,0.56650203
349.504604479384,-1.9828377736625,3.977904241873581e-05,366.8411,0.71582365
349.848470202767,-1.32519095063865,5.453612021199962e-05,212.09055,0.29025376
349.873077088891,-1.39018695238072,3.8985410432867584e-05,169.56985,0.43921226
349.889502666039,-1.32393725274674,6.190512007053744e-05,277.0206,0.2813525
349.854962396802,-1.36611456384772,5.4483088006639384e-05,232.18575,0.28397343
350.071104667331,-1.52950684539028,6.423275203764267e-05,164.81609,0.56600606
350.020814804787,-1.75981679527296,9.732387062670024e-05,323.48758,0.5910605
349.851780800652,-2.03392547246577,7.302469627368241e-05,283.8711,0.5806758
350.127182540338,-1.84541084062734,6.60480701744312e-05,236.64204,0.30889297
323.037794081215,0.533021782628951,2.5045487712949865e-05,189.96268,0.4684436
323.089571554936,0.310419233817385,3.613450065731239e-05,153.5238,0.3984658
323.047336141847,0.325672157396382,1.7722437360440362e-05,236.10101,0.23628873
323.038325211422,0.367099253738518,5.0117835178748914e-05,202.09093,0.56950843
323.23684056029,1.07124524722865,7.6942576642106e-05,186.51576,0.5864063
323.170468927716,0.915450601621177,4.639874696711542e-05,201.3033,0.41168237
323.237863109899,0.924627480215538,4.288536604060612e-05,228.51471,0.52430665
323.181505677801,0.607215678073121,3.8680659422444006e-05,299.90564,0.48975623
323.105445746683,0.36732973127903,1.3460888902438017e-05,132.62953,0.46682328
323.088558762269,0.403024044363223,2.576410977668938e-05,262.01352,0.23255792
323.480273337994,1.00351772697243,2.6962703854618456e-05,200.04309,0.22941169
323.499208688805,1.0145962185911,3.124610573106728e-05,234.35626,0.42874557
11.0877053771853,1.103336167926,4.1675708569249204e-05,157.8322,0.47860497
10.979868833722,0.866483296511691,3.8133670807118514e-05,263.8346,0.5027331
10.814405846613,0.394858616264625,3.074189826187492e-05,198.32114,0.52421767
10.9323031547363,0.087276200051293,4.5069668920882605e-05,129.43105,0.2185425
11.1653304291282,1.14432711315407,4.638442611097802e-05,160.66771,0.4998667
11.2283748911575,1.11267658113102,5.792158988332912e-05,277.66537,0.51564944
15.3936292344199,-0.677106638557407,8.22963418307234e-05,272.65424,0.6670508
15.241570114665,-0.0386818578203475,5.608323852289653e-05,315.47937,0.55926657
15.1405943114058,-1.05688811105828,5.385440075110026e-05,202.05746,0.4674189
332.181760719385,-1.19045589508097,3.8826347157704355e-05,228.62659,0.36586776
332.296499083209,-1.17970079828206,5.100457842039629e-05,214.89453,0.36546564
332.342273465314,-0.656234451430352,2.8312898295859287e-05,258.765,0.3308223
332.230114082858,-0.478062358047407,4.5881223954594754e-05,231.58249,0.53752863
332.206053103524,-0.153499077651112,2.9058554962024755e-05,178.2249,0.4768904
331.976170947736,-1.04726170144126,2.701539729407285e-05,276.13025,0.5238169
331.911982796892,-1.05416037835917,3.324749251203207e-05,240.68147,0.5275982
331.946851591045,-0.749318448076221,7.054298020993568e-05,265.9345,0.49021202
331.971214098902,-0.660682835476179,4.634083057866378e-05,190.28615,0.581656
330.384391852368,0.359702210722133,4.614048509002535e-05,192.9175,0.5608924
330.762570971498,1.1987911682125,3.6552883949261964e-05,174.62202,0.43789935
325.045271812054,-0.711861155503759,3.231065469980681e-05,228.78633,0.59750956
324.969565992729,-0.560218482321994,2.6494256192477633e-05,248.00267,0.3050132
325.113246483741,-0.342197614696178,1.5915792628992547e-05,248.811,0.5939094
325.210516025831,-0.075035586998492,5.856150465005269e-05,330.06387,0.47299463
324.97221410836,-0.257209296700682,1.9752407891265712e-05,244.92705,0.30024213
325.042642449143,-0.390640804974331,3.377834577433307e-05,233.16301,0.5928573
324.951149665851,-1.24555972815914,1.4075805766551531e-05,190.12437,0.32905504
324.908279710316,-0.479015675719274,5.75887767825181e-05,237.3948,0.56525797
324.840827818492,-0.448885695420438,2.3577582590522362e-05,264.61224,0.4696629
324.152369956894,-0.927652532494119,1.8794956314466286e-05,224.22229,0.28693405
324.188802627336,-0.82499701882938,2.9599775181857736e-05,321.37,0.46681467
324.032095425656,-0.409273066572733,1.3236460542417343e-05,187.10555,0.39221993
323.907448751603,-0.991723203329326,1.9883142130687434e-05,218.03603,0.24643858
325.088431609244,0.989142295775874,4.248625424333903e-05,228.36629,0.4979853
325.022785795959,0.842467053415369,4.984148886149417e-05,286.2438,0.34045973
324.963648090134,0.82698234440447,6.135347636967853e-05,145.90776,0.49700204
324.998401418427,0.681397223173492,3.640081593472169e-05,169.45473,0.4444662
324.91882466874,0.52049099353298,2.9465768799685e-05,355.41153,0.56822485
324.851430722094,0.209057019811304,5.016076053721211e-05,175.99113,0.36633795
324.843686998382,0.09862275068274,4.813768217622736e-05,223.65881,0.46760955
358.190676731864,-2.01107767396916,3.4012817154692266e-05,350.2507,0.65091217
40.7052627813426,-0.588808917873404,2.5055304122980854e-05,409.54,0.41178933
40.4764028715519,-1.18359772567014,5.6989878940961245e-05,227.19646,0.40428087
323.25356967448,0.596329893862855,4.1480672674275876e-05,253.39236,0.41827554
323.272766275346,0.619234300745247,4.461141311498184e-05,310.67618,0.48982033
323.262829191447,0.244595485776913,4.1534165082201075e-05,255.20828,0.4894372
323.215942240988,0.544272383341966,3.582449020586181e-05,187.31345,0.34742156
323.253455706413,0.378270642455015,3.9678502822238065e-05,225.51265,0.4523037
323.256555625382,0.63578751632361,5.173324639486048e-05,309.21567,0.40500006
323.450043144757,0.314215970922414,2.939153055601554e-05,242.02501,0.32951516
323.554199530755,0.345139046290036,6.25580498895606e-05,326.51605,0.5056034
323.524064103805,0.363718894318135,5.580625147422412e-05,216.14316,0.4324904
323.528265842124,0.538701998607873,2.9814296547783924e-05,221.41434,0.23129772
323.502576848619,0.375168259332717,8.99813892257701e-05,202.7099,0.43780372
323.721723847711,0.952945090915507,4.457578426149827e-05,226.1643,0.38405943
323.519573625922,1.15327458779485,6.344500306768243e-05,153.6547,0.47939777
323.783286913855,0.799517048702823,4.17520476855514e-05,244.45006,0.5350352
336.139884856533,0.951443599693033,2.6622393620281694e-05,224.00749,0.6415765
336.284031572823,0.704868686993965,4.52387205621735e-05,277.3427,0.56033915
336.216239637278,0.45122311235179,4.156496649043044e-05,214.58224,0.48071897
336.318793216098,0.490596019385143,4.852588345606015e-05,207.35933,0.49616143
336.270212507725,0.648484034484803,5.139569251371311e-05,286.14865,0.5591955
336.285101799797,0.412509901054417,5.0922093886929526e-05,263.38846,0.34020555
336.237426896901,0.219408399983819,2.94190997997459e-05,168.24709,0.5481441
336.389123851634,1.02485688917135,2.9438184363235153e-05,209.26338,0.29651383
336.30683778401,0.744599062801531,3.708236077909196e-05,241.29932,0.40744227
337.227016607719,0.961488754567773,4.6253856753236734e-05,263.94296,0.5159424
337.017490563686,0.825175094658468,4.18521006204682e-05,228.301,0.46687198
337.122700720279,0.800545755760145,4.3420590649297024e-05,279.79004,0.46867675
337.534525892748,0.483304745719119,4.913556818263755e-05,197.48993,0.19642346
337.369716599693,1.04275203666455,4.7256974075350845e-05,306.68808,0.34972847
325.738434838464,1.15388094640202,2.244019558052227e-05,222.08206,0.4856143
325.820382179105,1.20313990221605,5.374159469907026e-05,248.25644,0.577627
325.586057113189,0.657805526699773,2.8728747328428985e-05,227.31326,0.57217866
325.648956933181,0.334091726282609,2.26647234152486e-05,180.41133,0.48002234
325.704347270673,0.512452040403525,2.284851610460549e-05,212.0131,0.37765723
325.767152642731,0.725751092039406,4.44628560473539e-05,154.41324,0.42078948
326.082201644789,0.673656915994807,2.5964917969142605e-05,189.43365,0.4589853
23.1856493744852,-3.10353158745369,8.487406408522542e-05,247.23988,0.55223536
16.5413661683107,-0.318838606848793,4.616064397268998e-05,305.67996,0.6650861
16.4911587212511,-0.349337447730934,6.52021602668704e-05,221.6514,0.44956806
16.4626440515607,-0.38094704005039,1.4061243834530996e-05,206.01888,0.19682142
16.4290990785781,-0.581374119463813,0.00010306443641048144,226.62442,0.4836758
16.4568536372897,-0.436285623730335,8.110708730235704e-05,179.41266,0.5864828
16.462119953154,-0.249510652791598,7.335874222837177e-05,241.81645,0.319003
16.3953306437397,-0.962176974800745,9.786333081506154e-05,390.53687,0.5034507
16.5084284752298,-0.799363101964195,4.1597456842274346e-05,266.28787,0.50756484
343.836441183787,-1.46581979776883,6.0713765353953946e-05,224.06023,0.5868943
343.988811404112,-1.38809084502501,4.154631492723681e-05,219.45073,0.47474298
13.8942065559768,-0.963548194141786,9.407205523055964e-05,196.56366,0.5179623
13.9077066270748,-0.527360254498385,7.096848014692762e-05,353.68198,0.624267
13.8711142145719,-0.541408670391616,6.837490560402996e-05,234.58035,0.5700102
13.8237082908532,-0.585417539352191,7.776963345917188e-05,233.77922,0.6253034
13.8091395177478,-0.572245376801092,7.469039473137643e-05,246.50446,0.4755804
13.8408855087118,-0.32833893166574,4.9065318205727195e-05,147.89249,0.14848135
13.8952855675029,-0.339446247518607,5.620175353671554e-05,185.1723,0.6441043
13.7398077600976,-0.98264849602888,5.982160987224344e-05,266.29572,0.47197676
13.6293766906911,-0.720308694332166,8.172554254623269e-05,228.86592,0.6303393
13.7321740358477,-0.484147870296559,6.47576579267727e-05,246.27806,0.6471148
339.812611383826,0.406490909589245,1.2958748583415167e-05,279.3422,0.61707366
339.811425169353,0.104464464024898,2.5826675092228006e-05,194.62914,0.5121627
339.799448941321,-0.0217994603590176,2.9708585292069057e-05,250.3696,0.31776413
340.087911455958,1.23880389251217,4.9729396430505364e-05,263.54803,0.49781862
340.040661641935,0.772456279933497,1.783872354160933e-05,226.50061,0.27748683
340.071515598137,0.371240694389863,4.6503183943483355e-05,245.14853,0.4535512
340.038726398087,0.21279535939362,5.0318011848917696e-05,262.0998,0.49418038
340.075710551167,0.907358543928022,2.5549872163708203e-05,182.33754,0.51153594
16.0275348063433,0.176649780044294,9.472127614431696e-05,296.3836,0.5819284
15.9843716016525,0.381025939695268,8.555177870617111e-05,162.12335,0.39063895
16.3240088226851,0.960843825063515,5.328554041780258e-05,161.15018,0.5572762
351.09694124825,-1.55783414277974,4.52554902444911e-05,245.25046,0.6045719
351.077488783828,-1.50532241896676,2.7106910619313988e-05,193.083,0.55800366
351.109182700424,-2.12075482633988,4.305830660859506e-05,193.47125,0.43419158
351.33346533583,-2.21004236782231,7.38793351138655e-05,148.6392,0.4799431
351.22629022157,-1.76718899169543,6.369094691480145e-05,208.3927,0.4535045
351.377089507461,-1.27155516233164,4.250154464081508e-05,202.49387,0.110813655
351.347686267212,-1.31048908981431,4.8714796944899506e-05,176.86789,0.5401207
325.793626667739,-1.02459707483579,3.1124222206488976e-05,232.4687,0.5515803
340.2305132497,-0.002583742166042,6.0669178607037415e-05,217.17924,0.44285673
340.380327482473,1.06046349913192,7.099440579345142e-05,255.31013,0.44262558
331.381251023979,-0.751937076641429,6.903178109613352e-05,198.16064,0.47578704
13.961353290125,0.59728652060751,5.0349162658601197e-05,259.89417,0.55501443
14.1425912119717,0.607688582345052,5.809420426785742e-05,209.21342,0.4928567
14.1849205650402,0.466327525236027,4.871205585291931e-05,174.52902,0.29827523
14.140714150002,0.214452794395775,6.0828656739508026e-05,197.73305,0.4937007
14.1178476466651,0.118135455514195,6.350201060887148e-05,165.00586,0.57079333
14.1551040148453,0.0087763330929631,5.104196008685911e-05,276.25034,0.49950153
