RA,DEC
319.482623094798,0.284248986471742
319.586928673776,0.247127685741983
319.572161672965,0.158086771178001
319.585002602832,0.128708655481084
319.593021723838,0.560689523402933
319.619455534466,0.86537626788548
319.600619476007,0.800573892880465
319.664845215939,1.06483483281637
319.734000431381,0.304509700948096
319.687601702897,0.542636623481271
319.686751265073,0.137119715092268
319.827844296465,1.21494371015484
319.799754096318,0.998870818301039
319.775311668508,0.688665982934653
319.792019009562,0.696992946742935
321.412812093687,-0.74474732276595
321.28601709237,-0.564505478193004
321.420588628119,-0.306990790005445
321.376196431525,-1.12709499518802
321.278540863323,-0.840822497642395
321.229758057256,-0.998665800481727
321.165829155465,-1.11625186747898
321.195240372404,-0.843338867594071
321.116064009205,-0.164041359692172
321.172439049114,-0.0706201012718186
323.831092711763,1.1787619194543
324.162638658903,0.861337212966569
320.625370009759,1.0394912741435
320.665692583089,0.363858104060044
320.780544645158,0.497424188763335
320.59525955859,0.498196868655169
320.841955617789,0.227724756158713
320.743213269476,0.0575732336064991
320.833463584176,0.548786202145439
321.034955733838,0.418717505823277
322.342357316056,-0.95719498821349
322.279557225463,-1.07765975648164
322.177244189943,-0.818866388169641
322.551581888808,-0.761614948855201
322.39076298366,-1.02317791551053
322.235911327277,-1.09531508999909
322.22194120673,-1.04160472069207
322.827874318566,-0.156813195969132
322.813350907626,-0.214216597934939
322.80653159258,-0.293264300349638
322.112538880241,-1.08931721253018
322.373810452204,-0.552238197520679
322.234310455343,-0.256795500139534
322.286754268119,-0.488215035210594
321.740787502039,-0.855901064140427
321.888332633223,-1.13065038862567
321.862129923636,-1.18706931594464
326.071315497206,1.13336502012259
326.074643369875,1.16732456558833
326.054527349393,1.17141249681774
326.006382000128,0.99845575636988
326.102074103928,0.963088756051331
326.194353157983,0.46817038937785
326.198117117859,0.867721948151652
326.222929015718,0.881233394251889
321.059626595604,-0.79024051853162
321.035145228931,-0.614583180446535
320.997773683295,-0.314900274784032
320.932561544681,-0.17882177028321
321.022886847565,-0.103389547302212
320.997798877774,-0.0372596760853058
320.815401259487,-1.2295124756664
320.766135402242,-1.19515538372291
320.78545427959,-1.09017815948152
320.874890600155,-0.569594792707598
330.780948455381,-1.10075390626385
330.685438836687,-0.686807915989225
330.602780214777,-0.0917069394641501
330.653123958412,-1.19190635811665
330.691985768922,-1.09374479358032
330.463395483507,-0.861022633224768
330.583688044818,-0.864452264680285
321.616547840393,0.593827839495432
321.568253800752,0.243996267923332
321.868424335888,1.0947541230016
321.790187731708,0.978952264647952
321.764961771289,0.831151656158417
321.839111321533,0.793669647754106
321.963185251492,0.358517889747079
322.082060794656,0.420306892666023
344.693861702352,-0.0656329646509728
344.903999920384,0.608102243050415
344.85046056883,-6.38420694157831e-05
344.954173816271,1.2431361105271
39.1049769990842,-0.727035595333255
39.0581018144991,-0.371254521236807
38.7379792768567,-0.228967128956112
357.993619943163,-1.83246424371285
358.001990487763,-1.91809152873217
358.020278279973,-1.84070929981244
357.956372650284,-2.18004188022233
358.135393408523,-1.06812094753762
358.20855111775,-1.67145058884035
358.239533858109,-1.69162091476078
358.149557733092,-1.86393636713621
319.942830492122,0.610344119857947
319.86441035165,0.501250203593071
23.7741890447038,-3.00024210334285
23.7415033734299,-2.9906504668885
23.7659351030273,-2.83254324782703
23.7994860169761,-2.77859410828982
23.7596710532353,-2.85378029869513
23.1424099405151,-3.07760642351806
321.223798401647,1.03794365733618
321.100147136226,0.761625068222238
321.19093573723,0.692929131700771
321.168468950978,0.329496248951717
321.235636093925,0.325183611822336
321.24743039259,0.116183352244252
321.356295117424,0.176014080331278
321.353562167852,1.11882876146488
321.427677032706,1.04860553454492
321.479444981888,0.298791624233994
321.454983303078,0.264582304822302
357.376729796848,-1.38896000234037
357.416106067392,-1.37670921475522
357.598711675875,-1.37591487653897
357.612067904763,-1.53182364483038
357.471633180325,-1.48913823225475
357.629568551673,-1.59444171975534
357.579826604254,-1.52689832096821
357.757296768443,-1.86930977821957
357.602146319556,-1.72357809092725
357.637226921955,-2.08303361073107
348.707377214071,-0.748373331503544
348.900303939195,-0.734846955941528
348.721043308308,-0.821064288199968
348.670624602782,-0.202653418174299
348.805551810469,-0.364448228052248
348.836086023373,-0.304492375208975
348.857231085466,-0.379012697517263
348.684208864553,-0.482418361975352
348.805675405692,-0.0770121119809384
348.587418933668,-1.11548207856559
348.625430674281,-0.474410407218968
348.562114295704,-0.498621762010539
323.857350514054,0.467930627150619
339.575245301998,0.0802340636871206
339.485437034596,0.1243333387176
339.590203656101,1.08505639528781
