RA,DEC
38.2485531506384,-4.14040171652176
38.1462647887184,-4.22734306784679
38.0506348130667,-5.81610551325549
38.1434779107644,-4.76087450779846
37.9036556707364,-4.88755116463579
38.00152598842,-4.518206014988
38.0888417590911,-4.26283412476034
30.9925593016785,-3.49530152608712
30.8503822550932,-3.7679549730987
31.0427725577016,-3.88486176908237
352.934499048432,2.26734796742
353.011139195146,2.1216007745003
353.510482214921,2.38760949954168
353.390789275387,2.22817774227197
33.6892295176414,-6.72208145545933
33.75675044943,-6.24426547556896
33.758350278711,-6.76194664225524
33.5732636010198,-6.7146901992408
33.5609156838289,-6.4973285111634
33.6246681617613,-6.16841867799399
353.354879401995,1.88060040639259
353.252074544457,1.48821539588993
353.280928077734,1.94206699413879
353.275814243449,1.91602432429171
353.239971863676,1.90103202877341
353.297133802914,1.81874046264781
353.189681086717,1.99980848243308
353.2279911606,1.92178165525961
353.074983885213,1.44512618250684
352.982951409424,1.35965931628809
318.4301566185,-1.74518260316874
318.630256057433,-2.10691657046064
35.259669298523,-3.52532984120938
35.2806241201575,-3.60213276687539
35.2213849030301,-3.69453815930278
35.3353265367806,-4.03828477021943
35.4019385141344,-4.16181903434487
35.4149183434688,-4.33149206146719
35.4011700732791,-3.43536559948277
35.3330354003131,-3.7434237523488
35.3548373269324,-3.76795379553507
35.4152377424218,-3.71081150237022
34.2398102084642,-4.6640482907484
34.1143048187725,-4.35002097156595
34.2065025868034,-4.46053830797598
34.2123719434221,-4.51445238173341
34.1985138783979,-4.60672971972188
34.1681924938973,-5.00170220762744
34.1216156522395,-4.93020086666066
34.2417290727777,-5.03087082607513
34.0585579373656,-4.36198786589045
34.0582746751724,-4.09678191526426
34.0551468410352,-4.17014998667651
34.04640169278,-4.8585718782352
33.9173158692918,-4.63413336749667
33.8481683567855,-4.63976864956579
33.738802495382,-4.49991191551096
33.7509200464252,-4.22582131595789
33.7919947621614,-4.52752980618674
33.8174586144946,-4.47043227319157
33.8646917545546,-4.5875014090866
33.8571632176634,-4.30881250888808
33.8771416145283,-5.80128642067212
33.8683640858016,-5.55164669167498
33.8014551385443,-4.74873631807489
33.8173306053179,-4.75693808410156
38.0242962261674,-4.27454364466042
37.6333277636207,-4.98951987926169
37.7609487163815,-4.77571220668563
37.8772795896135,-4.34627267749273
325.200884609684,-1.59050110085392
325.074860122139,-1.54906232841458
325.101421962736,-1.54033809833691
325.087248944833,-1.72029319814348
325.241841174367,-2.20792484670948
325.136874169399,-1.60891139048141
325.048656826692,-2.24933374829464
354.658406352344,1.94985334008499
354.669663008081,1.93216009056028
354.691118117504,1.33802222467639
354.666956466854,1.83058907001553
354.623053460284,1.96617962502309
350.997540796892,2.49434588479761
322.385894197164,-1.53348840904042
322.402360358505,-1.89926865958979
322.497239336198,-1.75011542706884
322.524087107394,-1.7801208376676
322.688378855928,-1.44085338479182
322.709231891376,-1.514294113915
322.562538646112,-1.3411522682104
322.599332052851,-1.63911119314022
322.687974676306,-1.67383879393281
322.629932845943,-1.77128104459392
322.686061610116,-1.93105898732711
322.784751108071,-2.02420903811058
