COADD_OBJECT_ID,RA,DEC,SOF_CM_G_1,SOF_CM_G_2,Z,VEL_DISP,ID
239374345,327.73593700,-1.69942700,0.05532385,-0.43601391,0.31067237,257.22232000,239374345
199488358,5.52492500,-1.22588500,-0.04550658,-0.04273690,0.50313395,176.85822000,199488358
246572146,329.72688900,-0.66832900,-0.21165652,0.17260893,0.57195264,215.44150000,246572146
218255768,329.36653500,-0.21812700,-0.01952916,0.09538137,0.30695733,226.10152000,218255768
246554761,330.28934400,-0.40606200,0.03387576,-0.15684165,0.27077310,258.15280000,246554761
283098407,2.29802600,2.07266600,-0.10929787,0.02916914,0.29206997,222.49138000,283098407
307005980,38.81532400,-1.00823700,-0.27580084,-0.38048899,0.54012720,220.47873000,307005980
357779324,39.56013500,2.76659600,0.13768388,-0.14493730,0.27325988,254.41307000,357779324
205653709,323.80065300,-1.05577400,-0.07124774,-0.23889807,0.33682528,280.79030000,205653709
67607174,30.73854600,-5.00579900,0.04337316,0.01163918,0.50604904,216.82869000,67607174
83591386,336.37618400,-0.83316500,0.03181037,0.04581449,0.30458048,203.90623000,83591386
150014856,32.00784500,5.42045300,0.03738726,-0.00919394,0.31308500,248.29495000,150014856
77658168,32.02631500,-5.95562400,0.12058482,0.08794099,0.40431786,264.24460000,77658168
319143194,41.70894800,4.42905600,-0.17283821,0.08441255,0.65008366,328.29147000,319143194
119533198,36.85489700,-0.57801700,0.16459690,-0.10422963,0.20659743,221.98820000,119533198
82530998,336.51025400,0.30051200,-0.07990049,0.03644227,0.51640590,231.10701000,82530998
93442845,34.24214700,-0.57394600,-0.07527137,0.13097388,0.27332303,171.60457000,93442845
155245341,9.33110300,-3.05515600,-0.02777663,-0.01078905,0.21924615,211.14024000,155245341
87036788,338.31515300,-0.04785100,0.14335055,0.11207782,0.47653797,202.54845000,87036788
85931790,338.14305300,-0.69565500,0.07853415,-0.13758033,0.72106640,246.27020000,85931790
77725356,32.39154700,-0.18060000,-0.29062933,0.09773960,0.14728972,213.08032000,77725356
212357541,326.26428500,-0.49984100,0.06476391,-0.06561888,0.54867670,154.06470000,212357541
211251957,325.90235600,-0.32583400,-0.02569087,0.04856297,0.59390690,261.03537000,211251957
329090236,43.81921400,1.93524600,0.01714508,0.11441464,0.34388560,299.97840000,329090236
97092471,340.55327900,0.13680400,-0.20524906,0.02999823,0.51543700,236.10170000,97092471
235072571,327.75883400,1.19360100,0.28328262,-0.29289960,0.58452356,255.76082000,235072571
99239293,343.08739800,-0.55337800,-0.01855644,0.08003009,0.52026063,229.54422000,99239293
131281533,352.55991800,1.98216500,0.14371813,-0.27092667,0.48705643,203.18767000,131281533
114280969,36.02457700,4.45598300,-0.02561344,0.00597042,0.52070650,212.70126000,114280969
252763239,27.38766100,2.79288400,-0.01015741,-0.21286375,0.30547777,241.84110000,252763239
350772686,19.99878200,-2.53437900,-0.08353191,-0.10216809,0.12495868,241.69430000,350772686
106196188,344.30590800,0.90222400,0.17920174,-0.14490705,0.46500728,280.87003000,106196188
267650338,26.71587800,-1.80028600,-0.11938063,-0.10186095,0.66237456,395.11102000,267650338
218250038,328.90113400,-0.12093400,-0.01388827,-0.00842687,0.53466750,210.57135000,218250038
179343790,2.95558300,3.21848700,0.08084627,0.04623340,0.51242304,223.94327000,179343790
95111100,340.54298800,1.66764100,0.07069912,0.05681355,0.59046036,283.88953000,95111100
209443278,326.73642900,2.09592300,0.09722464,-0.00651393,0.46090996,264.54428000,209443278
88067409,33.11742200,2.23798900,0.01336322,-0.00570042,0.40562004,205.28322000,88067409
106869026,344.34909200,0.49105400,-0.23803902,-0.08546470,0.44874755,238.21841000,106869026
63995500,29.90944100,2.48780800,0.14648524,0.16988324,0.58010380,260.24112000,63995500
215100115,327.41725500,-0.44150900,-0.00968865,-0.06024107,0.32946467,222.02412000,215100115
242384284,328.46851900,-0.53124300,0.04981949,0.01937481,0.34055352,206.49976000,242384284
245335742,329.04109800,0.80384500,-0.01125299,0.01956585,0.50336950,263.27606000,245335742
215033019,326.82485900,2.01639100,-0.02967939,0.03613751,0.57205826,171.42874000,215033019
245673786,328.34970000,0.84988200,0.02236673,-0.27447973,0.51038086,152.89862000,245673786
113332102,347.33861000,0.17703300,-0.01264708,0.01671924,0.46552783,158.31947000,113332102
218673807,21.30008100,4.17442500,-0.03658492,-0.02122853,0.35485688,149.14299000,218673807
324470168,43.48819000,3.97606600,-0.12838364,0.05378084,0.58936110,249.39380000,324470168
70272014,331.44366200,-1.00214500,-0.08262433,-0.05333237,0.30479163,280.52786000,70272014
324866177,42.93446600,-2.41580900,-0.16056101,-0.13022353,0.55910516,187.00093000,324866177
114280283,35.81274500,4.46536500,-0.07285053,0.09492062,0.29861557,175.99640000,114280283
129551205,37.46636900,-0.47674500,0.18115026,0.05154801,0.41437350,277.07230000,129551205
210230981,325.29034700,0.70854200,-0.00750334,-0.02919346,0.24302988,254.38638000,210230981
314376223,39.71874200,1.37101000,-0.02360844,0.04631264,0.31387600,231.12576000,314376223
65769168,30.99731900,4.02515900,0.05463886,-0.08924925,0.46413305,216.62521000,65769168
254124980,27.92193700,4.73278800,0.04500001,0.03850576,0.54385996,278.84415000,254124980
97661309,340.88243000,-0.40875900,0.18873947,-0.26431796,0.35917866,202.36067000,97661309
99374580,341.08280400,0.16594000,-0.00786969,0.07150248,0.63371694,391.16320000,99374580
99378243,341.21268900,0.11442800,-0.02058440,0.07333965,0.65978490,210.08370000,99378243
131528800,351.95781300,-2.18928100,-0.18537958,0.05049802,0.45885602,159.60414000,131528800
209258324,324.70657900,-1.68066900,-0.03201899,0.01396972,0.27486864,192.34870000,209258324
118917511,36.91130300,-5.77087600,0.03616390,0.19142258,0.62706923,366.17624000,118917511
85389947,337.73762900,-0.34373000,-0.09445599,-0.07692533,0.54955370,245.53679000,85389947
313800608,39.83213600,-6.13209000,0.04363172,-0.06310306,0.27816564,213.73044000,313800608
307297808,38.83519600,3.45285800,-0.06430536,-0.05102355,0.57414630,293.65762000,307297808
208739598,324.08474800,-1.10711000,0.04264688,-0.07907230,0.50241400,228.45300000,208739598
211898157,325.81890400,-0.49820300,0.00238129,-0.11098583,0.53734714,206.54677000,211898157
193017114,320.87193800,1.58312800,0.00158986,0.01726098,0.49496308,232.86842000,193017114
331168864,44.03315400,-2.53916000,0.07264116,0.13309865,0.65156730,310.51630000,331168864
73267211,333.08475900,0.81945500,0.20115532,0.18258164,0.47558203,281.00165000,73267211
81076675,335.65977200,-0.72192000,0.04980022,-0.02272436,0.49283487,226.42447000,81076675
85576696,336.95571900,-0.98750000,-0.03898094,0.21287135,0.52878000,297.89580000,85576696
148116445,8.95928900,4.79959200,-0.09183810,0.02055464,0.33556387,215.86304000,148116445
300234027,14.69919400,4.03841200,-0.10601771,-0.01968157,0.34353435,244.68488000,300234027
302437174,18.73833000,3.73306900,0.07199918,-0.08651637,0.12986523,181.16829000,302437174
136814352,354.21640500,0.54431700,-0.14478767,-0.09326153,0.61321604,230.20230000,136814352
223560348,22.20646600,-1.50828400,0.06968977,0.13078636,0.41623747,267.60815000,223560348
72672933,333.10882700,-0.57121300,0.16996892,-0.02456770,0.47267600,221.90553000,72672933
71341927,332.41021200,0.29112700,0.05467058,0.04136590,0.26996753,252.30120000,71341927
159014741,357.19590400,-2.16986200,-0.08728714,0.05238492,0.56243527,139.59026000,159014741
218333369,330.19806100,1.47021600,0.06659372,0.04037759,0.23349376,289.14725000,218333369
140838846,0.62614100,-0.58523300,0.02125998,0.10261680,0.22805926,216.71193000,140838846
141129740,0.59665700,1.13943900,0.02585261,-0.22597492,0.34472978,248.96011000,141129740
316172329,40.52479000,1.07784600,0.21272502,0.02529645,0.67550670,273.16306000,316172329
233783788,24.57473500,-1.61628400,-0.10795657,0.05263722,0.43538877,272.31485000,233783788
78980358,334.67518200,0.49836000,-0.03817919,0.08806757,0.52993710,249.96698000,78980358
80860926,335.58937100,0.99630300,-0.07108482,0.11096542,0.57139546,267.90875000,80860926
82760979,336.10621500,1.04389800,-0.22651189,-0.10335253,0.31183514,268.43777000,82760979
100810475,341.07845800,-2.20644000,0.06672473,0.02420701,0.39421310,279.01227000,100810475
201599554,6.06967400,-1.86488100,0.37811724,-0.53739584,0.13352904,177.04120000,201599554
274361283,11.28457800,-1.79079100,-0.02376965,0.01569711,0.54736770,201.12885000,274361283
274960627,11.37115600,-3.26747100,-0.06744155,0.16792192,0.35870266,186.75392000,274960627
73210560,332.48088400,0.28592800,0.00698335,-0.06260346,0.49034682,259.64435000,73210560
135610842,353.30647000,-0.02622500,0.60219111,-0.17079431,0.51378405,262.69885000,135610842
134834398,353.55953600,1.11488700,0.03311961,0.03663926,0.31166506,167.09050000,134834398
97974286,341.69107600,-0.81648200,0.11631999,-0.11176188,0.51831484,225.95358000,97974286
309525403,39.13655900,-5.84193600,-0.06209251,0.05272070,0.27367590,265.11026000,309525403
76940922,31.28650900,-2.62666900,0.13606269,-0.18562141,0.36367422,255.10040000,76940922
79100670,335.16963200,-1.04565600,-0.12509063,-0.08066675,0.61193150,185.07980000,79100670
140881039,1.06988600,0.19913600,0.07310921,0.01316098,0.63682830,208.99740000,140881039
84991776,337.63306300,0.03771700,-0.02527695,0.02672564,0.48955830,281.38382000,84991776
94869716,339.23873600,0.02248700,0.02984733,0.00068439,0.57099074,358.99292000,94869716
295469114,16.79241400,-2.58275700,0.23362678,-0.01584939,0.64837100,269.73727000,295469114
269872145,10.83556500,-1.10529900,0.00418277,0.05849321,0.50778204,244.88512000,269872145
78436900,334.90108400,-1.23041700,-0.02502427,0.03266588,0.54312080,223.28912000,78436900
87901312,338.78081100,0.96810200,-0.06564874,-0.09623602,0.19004396,150.60199000,87901312
92022824,33.89695000,-2.28681600,0.03240743,-0.00050016,0.43442765,192.97292000,92022824
96310878,341.60929500,-1.10104900,-0.00070945,-0.07996473,0.29722017,283.77480000,96310878
66860022,30.65054100,-1.72109500,-0.02187951,0.07685303,0.36462286,280.57720000,66860022
181736520,3.65330500,-3.15291000,-0.33886330,-0.07920316,0.57951460,291.81787000,181736520
264424167,28.54067500,-2.46211100,-0.03135595,-0.19114396,0.49617055,165.03264000,264424167
81071096,335.66918700,-0.63647100,0.04961545,0.27136702,0.31698100,160.35506000,81071096
271958398,10.68195400,-2.95593800,-0.12395157,0.06932206,0.35831280,168.01665000,271958398
94047101,33.87093200,-7.69697300,0.00237312,-0.21615692,0.54681710,327.92313000,94047101
114433304,35.81949400,-7.07419400,0.03283502,0.06265037,0.32303420,269.96652000,114433304
291843955,16.18174500,-0.35190800,-0.22491675,0.12861142,0.46259710,214.31062000,291843955
99440867,342.61737500,-0.18580200,0.25382211,0.30641759,0.59919536,258.15200000,99440867
79060780,334.74149500,-0.40283700,-0.07611448,-0.03339301,0.57798440,169.12448000,79060780
105319553,343.83684800,-1.17397100,-0.15346277,-0.20888846,0.48969224,199.75139000,105319553
94891031,339.46215700,-1.06535300,-0.05647334,-0.00189564,0.24259995,166.49782000,94891031
78983917,335.23938300,0.44051900,0.10635316,0.21856769,0.53083414,194.21362000,78983917
210930161,326.35002000,0.35239400,-0.09980782,-0.05446015,0.63988730,134.10648000,210930161
210717148,326.60665800,0.52995600,-0.11646949,-0.15225292,0.46982560,255.11696000,210717148
212187514,325.81539500,-0.93843900,-0.04668737,-0.09927204,0.27326792,224.16487000,212187514
131349650,38.32546700,-4.50837400,0.03242427,-0.00238355,0.12036848,183.49907000,131349650
212437831,326.36090500,-1.23006600,-0.08071720,-0.02612901,0.49907377,241.20479000,212437831
113916735,35.75476100,2.66366800,0.28832850,-0.09167332,0.47186562,246.14699000,113916735
215012667,326.93170400,1.21047000,0.13325568,-0.02032170,0.50427090,236.34009000,215012667
242410027,328.68969500,-0.94278000,0.07073752,0.03644056,0.48997274,257.05554000,242410027
195366219,319.57216200,0.15808700,0.10207915,-0.09961962,0.34386107,211.84772000,195366219
199131191,321.37619600,-1.12709500,-0.01249137,0.08858681,0.48248538,245.80080000,199131191
196513475,321.03495600,0.41871800,0.13947948,0.08447012,0.53119540,206.03198000,196513475
199651996,321.88833300,-1.13065000,0.31221415,-0.12748414,0.50716054,240.75377000,199651996
196346658,320.81540100,-1.22951200,0.02241217,-0.12957512,0.47054520,277.35910000,196346658
200289408,321.83911100,0.79367000,0.04152975,-0.05473827,0.30518863,180.24350000,200289408
163760225,358.23953400,-1.69162100,0.04612047,0.00995857,0.50585980,175.29560000,163760225
198470796,321.35629500,0.17601400,-0.02414514,0.17070648,0.50530910,264.21420000,198470796
123060490,348.90030400,-0.73484700,-0.06989282,0.09887844,0.57590460,268.24762000,123060490
95554667,339.72865700,0.27462600,0.06954118,-0.01212556,0.64750546,236.65182000,95554667
214491012,327.10907100,0.37318300,0.02991361,0.06525526,0.46598807,238.55083000,214491012
221493794,21.80736500,-2.82081000,-0.03152996,0.08409269,0.33975136,221.69402000,221493794
221579395,21.42575000,-1.85605800,-0.04416470,-0.04911916,0.56078740,236.93147000,221579395
121628182,350.96746000,-2.05645500,0.08911231,0.20332773,0.55225325,289.71393000,121628182
121337215,350.12718300,-1.84541100,-0.03190061,0.07558177,0.30889297,236.64204000,121337215
270499140,10.93230300,0.08727600,-0.04617215,-0.13423225,0.21854250,129.43105000,270499140
247328127,330.76257100,1.19879100,-0.03959178,0.01558124,0.43789935,174.62202000,247328127
210224132,324.96364800,0.82698200,-0.12295319,-0.05170336,0.49700204,145.90776000,210224132
206200594,323.52406400,0.36371900,-0.40618870,0.18510260,0.43249040,216.14316000,206200594
84087269,337.01749100,0.82517500,0.21172074,0.19164815,0.46687198,228.30100000,84087269
291848094,16.45685400,-0.43628600,0.04061202,0.17574774,0.58648280,179.41266000,291848094
94746285,339.81261100,0.40649100,0.01397777,-0.01290669,0.61707366,279.34220000,94746285
130931356,351.37709000,-1.27155500,-0.08141291,0.07686773,0.11081365,202.49387000,130931356
243752562,327.95597000,-0.66937400,-0.18848828,-0.08709455,0.48955384,225.64827000,243752562
108150194,345.57695500,-0.15915200,-0.02851217,-0.24019415,0.46158746,214.98378000,108150194
80419180,335.83175700,-0.13559200,0.01970532,-0.01848447,0.61759627,364.72366000,80419180
289266657,15.83951500,-0.34229900,-0.11020288,0.00862799,0.45216990,131.44229000,289266657
82540486,336.72904600,0.14877300,-0.13061999,-0.01800926,0.64618325,249.08185000,82540486
201052922,5.80231000,-2.84484100,0.05268810,0.07778333,0.62537616,277.29456000,201052922
215348415,327.26047100,-1.05678200,-0.03926316,0.01695647,0.39694136,248.42271000,215348415
322624296,42.18027900,-0.07824900,-0.40294259,0.03524271,0.48596048,193.21205000,322624296
105242197,344.27337700,-1.90659400,0.11198079,0.05001650,0.48296390,271.53903000,105242197
316529418,40.83230900,4.20623000,-0.23139080,-0.11657366,0.18441969,258.66464000,316529418
136137783,353.39587300,-0.83329300,0.21788899,-0.14153555,0.51623420,234.16637000,136137783
195878644,320.13975500,0.83182300,0.08645096,-0.02980715,0.54757390,257.06192000,195878644
188522367,317.98758200,-1.84034700,0.03915407,0.00737952,0.48554343,245.64705000,188522367
106921878,345.11905700,-1.18968300,-0.07738842,0.01545464,0.56205326,230.31810000,106921878
99323212,342.37418800,1.29933200,-0.04695037,0.10756035,0.36819503,198.61702000,99323212
243686309,328.54174300,0.02957300,0.10365873,-0.07994513,0.23482102,220.38174000,243686309
276559550,11.82775400,1.75742000,0.01333068,0.02995881,0.66814320,249.52736000,276559550
245327707,329.44628000,0.93178600,0.06171973,0.08453451,0.54557973,177.06822000,245327707
69933365,31.71211800,2.73676300,-0.12298382,-0.15986865,0.43452860,191.62904000,69933365
195919029,320.48084800,-0.40473900,0.09831031,-0.13136858,0.57156380,248.82812000,195919029
293970602,16.99381100,0.36442900,0.06941628,0.04491313,0.33101305,256.42600000,293970602
246708908,329.62476000,0.32380700,0.28500570,0.01157587,0.47313523,261.47140000,246708908
302456878,18.99031000,3.32485900,0.14593013,0.04108631,0.56960430,208.78459000,302456878
295066171,16.85526000,1.92869100,0.10885942,0.07518430,0.27353966,224.60532000,295066171
146840989,7.99758800,-1.16679100,0.39766677,-0.00293276,0.53931123,238.68817000,146840989
304715599,19.04585500,2.86388300,-0.12142738,0.09928288,0.51503950,215.42995000,304715599
145057690,7.30799900,2.45214000,0.01743039,0.00732225,0.49394600,179.66101000,145057690
193042004,320.88463000,1.22811900,-0.00581613,0.01307863,0.28409760,205.13881000,193042004
247139150,330.24043800,-0.33337800,0.00884526,-0.00317298,0.43369114,210.49852000,247139150
219206418,330.96838000,0.55918900,0.08700639,0.08738217,0.36465360,214.77423000,219206418
66350250,30.86366500,2.08902500,-0.07631103,0.00576555,0.62340575,327.85050000,66350250
117326178,36.22953700,-8.38821400,0.32603017,0.43114573,0.55602914,234.02203000,117326178
201524455,321.99711200,0.10763800,0.11246251,0.00121217,0.55779546,233.38683000,201524455
208832316,323.97198200,-0.33605700,-0.13549725,0.19196717,0.43315008,266.24622000,208832316
147591273,7.87550200,0.09435500,0.01782362,0.10103903,0.48230574,178.00797000,147591273
257711341,27.59737100,-1.10279500,-0.03319820,0.11384623,0.47179902,247.94452000,257711341
200706927,323.09820100,-1.24813100,-0.11118018,0.25355519,0.63443786,274.48035000,200706927
74346591,333.34992200,-0.54646300,0.17968893,-0.07946084,0.59131426,253.87436000,74346591
218224732,329.51283000,0.31989100,-0.08280367,0.07670511,0.42343860,195.73425000,218224732
82528485,336.29987500,0.33027700,-0.06581573,0.05853150,0.33841372,178.23882000,82528485
82548804,336.49767000,0.00388900,0.01321291,0.09108642,0.60836480,224.91417000,82548804
94544665,34.05237500,1.15727200,0.12105333,0.09678722,0.58234840,198.49603000,94544665
228833643,23.12232900,-0.71317100,0.13754494,-0.08599668,0.52079576,219.29565000,228833643
121297220,347.90157800,-1.09834800,0.12405426,0.14796154,0.21454248,245.73737000,121297220
310652707,39.79281100,4.42258100,-0.01304224,-0.19015019,0.49663043,304.73907000,310652707
135926319,354.36997300,0.07883300,-0.00402237,0.10386674,0.62697650,227.17883000,135926319
260996283,28.54712600,2.14087100,0.02739091,0.02566762,0.46628955,277.91858000,260996283
252726943,26.56274000,5.05541000,-0.28264911,0.02515434,0.52210140,243.52500000,252726943
334520066,44.66242200,-1.40973200,0.05205408,0.07620482,0.40535137,176.07579000,334520066
318618199,41.20360400,-2.22960100,-0.03596713,-0.00775626,0.52310080,204.26578000,318618199
201549723,322.46356900,-0.24650600,0.02821363,-0.13842731,0.13474640,177.89699000,201549723
118333428,36.77845100,-9.05235500,-0.07339737,0.24370671,0.51555740,338.08110000,118333428
137208251,354.62004400,-1.70803500,0.05697054,0.02590330,0.56431300,253.60928000,137208251
350174869,20.25403300,-2.35015700,0.27404813,0.11936057,0.39458373,250.31815000,350174869
201406203,321.79705000,-0.57295600,-0.08609829,-0.05660466,0.48132953,320.12195000,201406203
201602476,5.42119000,-1.91264400,-0.01670712,0.11042333,0.53248970,253.12003000,201602476
75802279,333.28655900,-0.01080400,0.02943194,0.10354275,0.48410866,193.20920000,75802279
75753770,333.93118000,0.62988800,0.07307068,-0.09290284,0.53862050,192.82110000,75753770
202261264,322.86215000,0.00928100,0.04029575,0.29290546,0.56509805,228.01570000,202261264
154620226,9.06012500,-3.20211700,-0.00308887,-0.01404481,0.31750008,207.45270000,154620226
152889196,34.03675400,-9.58209800,-0.11617758,-0.06601924,0.59515226,279.28036000,152889196
312932822,39.62830600,-5.82283900,-0.07416211,0.00946586,0.59716580,326.66736000,312932822
157703470,10.41395400,-3.47321800,0.12540386,-0.07224105,0.57037530,235.24240000,157703470
208052265,325.95331000,-2.24090600,-0.12408012,-0.02921608,0.35787407,214.71880000,208052265
91949422,33.93314900,-7.28009000,0.23903638,0.15402660,0.60714400,257.37018000,91949422
92049432,33.40051700,-9.38320100,0.22112234,0.03293125,0.45532575,255.46417000,92049432
307870222,38.35681500,2.75539300,-0.17272488,-0.16421287,0.27482858,222.95470000,307870222
229749014,22.94044100,2.04931800,-0.02060896,-0.12289238,0.56228590,250.05750000,229749014
266399508,26.43012100,2.38993100,0.13508315,-0.00198773,0.46833685,233.30766000,266399508
322718033,42.36131400,1.68233800,-0.08226280,0.00024392,0.65981466,251.63802000,322718033
133309272,352.96828900,1.66210400,0.13839177,-0.10992763,0.47848096,277.39390000,133309272
273443592,11.63609800,-3.10632000,0.03569925,-0.03116149,0.56988230,436.09787000,273443592
66944602,30.89170400,-4.75794200,-0.02955324,0.02032872,0.28957510,243.16380000,66944602
77935757,32.29710500,-6.33846100,-0.17652516,0.02275598,0.49425396,274.92688000,77935757
94281936,339.24276200,1.87200400,0.03713070,0.10560559,0.51091594,220.74480000,94281936
68981321,31.24729700,-6.47509100,-0.07904053,-0.22171931,0.29236752,257.99146000,68981321
67348698,30.86739500,5.29505800,-0.01690457,0.13785056,0.29796556,199.96630000,67348698
236319997,327.88163400,-2.10320600,-0.00702888,-0.05307167,0.37717518,275.30075000,236319997
202976221,5.46699600,-0.77323500,0.05849864,0.01558169,0.48661077,157.47125000,202976221
246734693,329.76450400,-0.09890000,-0.00356189,-0.02179120,0.31936672,199.89890000,246734693
244558574,329.05605700,-1.22666900,-0.16236721,-0.15494748,0.37456152,208.67926000,244558574
247453311,330.34914000,-0.11580200,-0.03896367,0.06303837,0.57202640,261.61542000,247453311
179648429,2.14965200,1.26564500,-0.03468791,0.04707624,0.60339373,324.24360000,179648429
84742912,338.03062300,-1.38756900,-0.10009063,0.00793496,0.24276385,227.72107000,84742912
294850126,17.41706500,-1.03557500,-0.02619775,-0.01292981,0.11760355,185.72120000,294850126
206245561,323.38450200,-0.28951400,-0.06834670,0.01797416,0.55896455,156.92172000,206245561
67621571,30.77534900,-5.28665600,-0.08473672,0.14552721,0.51093870,384.92267000,67621571
81760901,336.39000100,-0.66436100,-0.07668807,0.22084800,0.52536770,197.84729000,81760901
76196238,32.02728800,4.92548100,0.02594409,0.03216076,0.31546092,199.40364000,76196238
77070930,31.88257500,-5.30891400,-0.09502609,-0.20680322,0.55348830,247.36118000,77070930
319147134,41.70466400,4.34717200,0.06923587,0.23238907,0.31774297,246.64017000,319147134
116333316,36.64484200,0.38495200,-0.07272140,0.18254558,0.38315496,221.25252000,116333316
82535425,336.56607300,0.23180400,-0.05375139,-0.18600121,0.55468660,165.90588000,82535425
93957266,34.30466200,-0.23922700,0.10107117,0.12919706,0.64713037,393.31290000,93957266
155230871,9.48505400,-2.89761900,0.00744024,0.03715143,0.31654190,226.40678000,155230871
86043605,338.43190000,-1.06311200,-0.09500580,-0.01507132,0.44452536,288.80770000,86043605
84727717,338.05974300,-1.21561200,-0.03680960,0.04867050,0.68481725,367.87567000,84727717
87353129,32.48396200,0.06170200,-0.26629250,0.27268300,0.49293482,157.43982000,87353129
210957945,326.27688600,-0.08614300,-0.05203194,-0.02964883,0.55868590,212.14445000,210957945
218482045,21.78894400,4.95940600,0.07095780,0.03566436,0.44700423,300.79062000,218482045
328941572,43.70847200,1.43251900,0.00902371,0.12319927,0.61953026,174.84598000,328941572
97096624,340.56780500,0.07273700,-0.01134177,-0.00133671,0.54424730,192.62885000,97096624
242338686,327.84415000,1.00895400,0.12582149,-0.11484412,0.57973135,304.90262000,242338686
99233346,343.07910800,-0.44470300,0.03668878,0.16285760,0.53023850,205.84620000,99233346
131277872,352.78070000,2.08518000,-0.00098917,0.01095792,0.52678597,242.71922000,131277872
114287551,36.06925000,4.30683300,-0.02424702,-0.09623481,0.43186972,191.33061000,114287551
252766501,27.37573100,2.72049500,-0.19181793,-0.23161325,0.21909732,234.04306000,252766501
319163171,41.03504200,-0.69603200,0.12024483,-0.17736835,0.23730972,219.86996000,319163171
131095506,351.36582600,1.19671300,-0.27283071,-0.34432379,0.59088060,288.32132000,131095506
256515902,26.80519000,-2.20142200,-0.11289964,-0.01582932,0.63220316,360.11417000,256515902
242395696,328.77906400,-0.72070800,0.02671677,-0.04359089,0.51198040,238.15096000,242395696
178601848,2.85765000,3.67480800,-0.02771345,-0.04209814,0.36349350,212.33736000,178601848
119850137,340.61582800,1.92407600,-0.00037221,-0.01082644,0.53220683,250.49039000,119850137
105518038,344.41915100,-0.05304300,-0.08836966,0.00137099,0.24463432,250.84291000,105518038
88077585,32.93388000,2.01653000,-0.04329738,-0.02339915,0.44600130,252.01279000,88077585
105504708,344.39357500,0.18083500,-0.14726448,-0.09444040,0.52673590,206.00322000,105504708
62698638,29.94905200,2.82584300,-0.02547549,-0.17784406,0.28450954,236.83305000,62698638
215097827,327.37043800,-0.40235700,0.13921331,-0.12765224,0.50584980,289.89093000,215097827
242377507,328.41244600,-0.41763200,-0.00667493,0.03813893,0.47685388,171.71120000,242377507
218237747,329.19886900,0.09059500,-0.25859060,0.15312198,0.46830216,250.32850000,218237747
210883607,326.74608000,1.79569100,-0.25999156,-0.18668380,0.49232630,453.93314000,210883607
245676821,328.27329300,0.79302100,-0.34273635,0.09525553,0.70175430,272.29770000,245676821
122968750,347.61004700,0.68370300,-0.08075572,-0.14322714,0.47446936,281.07254000,122968750
217343282,21.28531500,5.22349000,-0.10203248,-0.33243807,0.45982885,174.36357000,217343282
332344992,43.59850800,3.92677300,-0.14546962,-0.03352953,0.13390470,247.57924000,332344992
70270498,331.49920500,-0.97026400,-0.05956659,0.04337758,0.59479976,222.46715000,70270498
350626808,42.69051900,-2.64013200,0.03113317,0.00624888,0.39963248,252.19940000,350626808
114288185,35.96289200,4.29866300,-0.07463976,-0.01117013,0.52223530,219.49910000,114288185
95585082,339.93901100,-0.30624200,-0.10723489,0.17398016,0.43944514,255.64655000,95585082
211786084,325.44194600,0.62513500,0.01176825,-0.17293888,0.55280805,363.11410000,211786084
114792412,36.22767300,-3.47696400,-0.12929112,0.08404509,0.17438617,296.55664000,114792412
150793185,31.07396400,3.83597300,0.17664472,0.15115847,0.35471174,159.89365000,150793185
255560396,27.75891600,4.31579400,-0.16468820,-0.06981394,0.43253980,199.90993000,255560396
97662808,340.86693200,-0.43295800,-0.05807413,-0.12727868,0.63007575,329.72473000,97662808
99361838,341.17658600,0.34833500,-0.20723876,0.01363132,0.63079150,266.80362000,99361838
99374812,341.37147400,0.16302500,0.01570632,0.15823007,0.49640830,239.29308000,99374812
131509326,352.03651700,-1.80130900,-0.03477290,-0.12053624,0.60895400,237.18521000,131509326
207691844,324.70411000,-2.34307900,0.16979392,-0.02206019,0.36469886,226.12144000,207691844
310344437,38.52492000,-3.74424800,-0.10297198,-0.03378453,0.45578247,412.53340000,310344437
85551584,337.41377800,-0.58847000,-0.13036314,-0.11335678,0.46737623,210.26732000,85551584
312912988,39.83579900,-5.40504900,0.05693880,-0.21222926,0.43982536,291.92660000,312912988
118657185,37.12185600,-4.99408800,0.00097882,-0.05127827,0.33416110,271.78372000,118657185
307846640,38.83499700,3.20390400,0.07389943,-0.10575183,0.51786850,242.86996000,307846640
311191353,39.53029100,-4.21644000,0.04772946,0.06135893,0.43773180,230.09651000,311191353
211239880,325.81297000,-0.14412200,-0.06716185,-0.09052361,0.49891278,206.98485000,211239880
135138254,352.97520200,0.64151700,0.00956294,-0.02728152,0.38863500,196.74438000,135138254
328134428,43.91043300,-2.98074800,-0.06229736,-0.06734217,0.46439248,226.96657000,328134428
73264808,332.96590800,0.85580700,-0.08066886,-0.04810042,0.55903760,258.39935000,73264808
81087579,335.79857800,-0.88836200,0.01425904,-0.00771204,0.34532475,279.41290000,81087579
85578146,336.88739000,-1.00787400,-0.39369884,-0.06858391,0.54132210,187.15020000,85578146
148120525,8.99017400,4.70723700,-0.13338393,-0.18856529,0.50538830,174.19444000,148120525
300236778,14.65436400,3.97054500,-0.13890528,-0.05761105,0.29139993,236.90270000,300236778
303337282,18.68316100,2.76986000,0.01248065,-0.06538097,0.39966702,233.81163000,303337282
135919773,354.01860900,0.18781900,-0.17906365,-0.16891437,0.45515510,207.28833000,135919773
