	0	1
0	0.0	-0.0
1	0.004004004004004004	-0.004338611986087027
2	0.008008008008008008	-0.008659955819088573
3	0.012012012012012012	-0.01296416841254874
4	0.016016016016016016	-0.01725138505812244
5	0.02002002002002002	-0.0215217394511095
6	0.024024024024024024	-0.025775363715445695
7	0.028028028028028028	-0.030012388428239993
8	0.03203203203203203	-0.03423294264383577
9	0.036036036036036036	-0.03843715391738617
10	0.04004004004004004	-0.04262514832798936
11	0.044044044044044044	-0.046797050501371985
12	0.04804804804804805	-0.05095298363214779
13	0.05205205205205205	-0.05509306950565017
14	0.056056056056056056	-0.05921742851932206
15	0.06006006006006006	-0.06332617970375581
16	0.06406406406406406	-0.0674194407432876
17	0.06806806806806806	-0.07149732799621943
18	0.07207207207207207	-0.07555995651468234
19	0.07607607607607608	-0.07960744006410261
20	0.08008008008008008	-0.08363989114231976
21	0.08408408408408408	-0.08765742099834456
22	0.08808808808808809	-0.09166013965077771
23	0.0920920920920921	-0.0956481559059006
24	0.0960960960960961	-0.09962157737538406
25	0.10010010010010009	-0.10358051049376864
26	0.1041041041041041	-0.10752506053552016
27	0.10810810810810811	-0.11145533163185124
28	0.11211211211211211	-0.1153714267872136
29	0.11611611611611611	-0.1192734478954921
30	0.12012012012012012	-0.12316149575591713
31	0.12412412412412413	-0.12703567008869093
32	0.12812812812812813	-0.13089606955031102
33	0.13213213213213212	-0.13474279174868342
34	0.13613613613613612	-0.13857593325789636
35	0.14014014014014015	-0.14239558963279383
36	0.14414414414414414	-0.14620185542324926
37	0.14814814814814814	-0.1499948241882128
38	0.15215215215215216	-0.15377458850952552
39	0.15615615615615616	-0.15754124000545017
40	0.16016016016016016	-0.16129486934403292
41	0.16416416416416416	-0.16503556625616533
42	0.16816816816816815	-0.16876341954847107
43	0.17217217217217218	-0.17247851711595197
44	0.17617617617617617	-0.1761809459544297
45	0.18018018018018017	-0.1798707921727664
46	0.1841841841841842	-0.18354814100487285
47	0.1881881881881882	-0.18721307682152427
48	0.1921921921921922	-0.1908656831419893
49	0.1961961961961962	-0.19450604264543345
50	0.20020020020020018	-0.19813423718216505
51	0.2042042042042042	-0.20175034778465553
52	0.2082082082082082	-0.205354454678417
53	0.2122122122122122	-0.20894663729267493
54	0.21621621621621623	-0.21252697427087072
55	0.22022022022022023	-0.21609554348099896
56	0.22422422422422422	-0.2196524220257593
57	0.22822822822822822	-0.22319768625255398
58	0.23223223223223222	-0.22673141176333486
59	0.23623623623623624	-0.23025367342425343
60	0.24024024024024024	-0.23376454537520241
61	0.24424424424424424	-0.23726410103915713
62	0.24824824824824826	-0.24075241313139878
63	0.25225225225225223	-0.24422955366859264
64	0.25625625625625625	-0.24769559397768617
65	0.2602602602602603	-0.2511506047047001
66	0.26426426426426425	-0.25459465582337015
67	0.2682682682682683	-0.25802781664364677
68	0.27227227227227224	-0.26145015582006415
69	0.27627627627627627	-0.2648617413599784
70	0.2802802802802803	-0.2682626406316784
71	0.28428428428428426	-0.27165292037236477
72	0.2882882882882883	-0.27503264669601163
73	0.2922922922922923	-0.27840188510109354
74	0.2962962962962963	-0.2817607004782202
75	0.3003003003003003	-0.28510915711761214
76	0.30430430430430433	-0.288447318716505
77	0.3083083083083083	-0.2917752483864055
78	0.3123123123123123	-0.2950930086602548
79	0.3163163163163163	-0.2984006614994853
80	0.3203203203203203	-0.30169826830095664
81	0.32432432432432434	-0.3049858899037965
82	0.3283283283283283	-0.3082635865961306
83	0.33233233233233234	-0.3115314181217319
84	0.3363363363363363	-0.3147894436865273
85	0.34034034034034033	-0.3180377219650671
86	0.34434434434434436	-0.32127631110683336
87	0.3483483483483483	-0.3245052687425076
88	0.35235235235235235	-0.32772465199012013
89	0.3563563563563564	-0.330934517461104
90	0.36036036036036034	-0.33413492126627814
91	0.36436436436436437	-0.33732591902172865
92	0.3683683683683684	-0.3405075658546014
93	0.37237237237237236	-0.3436799164088267
94	0.3763763763763764	-0.3468430248507464
95	0.38038038038038036	-0.34999694487466815
96	0.3843843843843844	-0.3531417297083198
97	0.3883883883883884	-0.35627743211825597
98	0.3923923923923924	-0.35940410441515974
99	0.3963963963963964	-0.3625217984590853
100	0.40040040040040037	-0.3656305656646128
101	0.4044044044044044	-0.3687304570059419
102	0.4084084084084084	-0.37182152302190874
103	0.4124124124124124	-0.37490381382091487
104	0.4164164164164164	-0.3779773790858166
105	0.42042042042042044	-0.3810422680787278
106	0.4244244244244244	-0.3840985296457533
107	0.42842842842842843	-0.3871462122216607
108	0.43243243243243246	-0.39018536383448577
109	0.4364364364364364	-0.3932160321100727
110	0.44044044044044045	-0.39623826427655773
111	0.4444444444444444	-0.3992521071687799
112	0.44844844844844844	-0.4022576072326358
113	0.45245245245245247	-0.4052548105293838
114	0.45645645645645644	-0.40824376273985824
115	0.46046046046046046	-0.4112245091686733
